seconds,temp_comp_c
29.217,19.453
29.235,19.453
29.256,19.453
29.276,19.453
29.298,19.453
29.317,19.453
29.337,19.453
29.358,19.453
29.375,19.453
29.392,19.563
29.417,19.234
29.430,19.563
29.458,19.673
29.475,19.563
29.496,19.453
29.512,19.453
29.532,19.453
29.559,19.453
29.577,19.453
29.599,19.453
29.614,19.453
29.635,19.453
29.659,19.453
29.675,19.453
29.699,19.453
29.718,19.453
29.739,19.453
29.758,19.453
29.778,19.453
29.799,19.453
29.818,19.453
29.838,19.453
29.859,19.453
29.879,19.453
29.900,19.453
29.920,19.453
29.937,19.234
29.951,19.453
29.978,19.453
29.992,19.124
30.011,19.453
30.032,19.453
30.053,19.453
30.078,19.453
30.099,19.453
30.114,19.453
30.135,19.453
30.155,19.453
30.176,19.453
30.197,19.453
30.216,19.453
30.237,19.563
30.260,19.563
30.280,19.234
30.298,19.453
30.318,19.453
30.339,19.453
30.360,19.453
30.380,19.453
30.401,19.453
30.411,19.453
30.442,19.453
30.459,19.453
30.476,19.344
30.493,19.344
30.513,19.453
30.542,19.453
30.559,19.563
30.578,17.596
30.597,19.453
30.614,19.453
30.642,19.453
30.655,19.453
30.676,19.453
30.696,19.344
30.716,19.563
30.737,19.234
30.758,19.453
30.778,19.453
30.798,19.453
30.822,19.453
30.843,19.344
30.861,19.453
30.880,19.453
30.901,19.344
30.921,19.344
30.941,19.453
30.962,19.344
30.982,19.344
31.003,19.344
31.013,19.344
31.041,19.344
31.054,20.444
31.079,19.344
31.095,19.344
31.115,19.344
31.141,19.344
31.162,19.344
31.179,19.344
31.200,19.344
31.217,19.344
31.242,19.344
31.258,19.344
31.283,19.015
31.300,19.344
31.319,19.563
31.343,19.344
31.360,19.344
31.382,19.344
31.403,19.344
31.423,19.234
31.443,19.344
31.462,19.344
31.479,19.344
31.503,21.219
31.524,19.344
31.544,19.344
31.560,19.344
31.584,19.344
31.599,19.344
31.620,19.344
31.641,19.344
31.661,19.344
31.681,19.344
31.701,19.453
31.721,19.344
31.741,19.344
31.762,19.344
31.782,19.344
31.803,19.344
31.823,19.344
31.844,19.344
31.864,20.887
31.884,19.344
31.905,20.113
31.918,19.344
31.944,19.015
31.956,19.344
31.977,19.344
31.997,19.344
32.019,19.344
32.042,19.344
32.062,19.344
32.078,19.344
32.104,19.344
32.118,19.344
32.139,19.344
32.159,19.344
32.179,18.796
32.204,19.344
32.224,19.344
32.243,19.344
32.262,19.344
32.282,19.344
32.303,19.234
32.323,19.015
32.344,19.344
32.365,19.344
32.385,19.344
32.406,19.124
32.426,19.234
32.446,19.344
32.467,19.124
32.485,19.234
32.497,19.344
32.525,19.344
32.546,19.344
32.558,19.344
32.578,19.344
32.600,19.344
32.620,19.234
32.640,19.344
32.667,19.344
32.686,19.234
32.706,19.234
32.722,19.234
32.746,19.344
32.767,19.344
32.784,19.234
32.804,19.234
32.825,19.453
32.845,19.344
32.867,19.344
32.886,19.234
32.907,19.234
32.927,19.234
32.947,19.344
32.968,19.015
32.988,19.234
33.004,19.783
33.018,19.234
33.038,19.234
33.059,19.234
33.079,19.234
33.099,19.344
33.120,19.234
33.140,19.234
33.160,19.234
33.181,19.234
33.201,19.344
33.222,19.234
33.242,19.234
33.262,19.234
33.282,19.234
33.303,19.234
33.323,19.234
33.344,19.234
33.364,19.234
33.384,19.234
33.405,19.234
33.425,19.234
33.446,19.234
33.466,19.234
33.487,19.234
33.507,19.234
33.527,19.234
33.548,19.234
33.568,19.234
33.588,19.124
33.609,19.234
33.629,19.234
33.640,19.234
33.660,19.234
33.681,19.234
33.708,19.234
33.729,19.234
33.750,19.234
33.770,22.334
33.787,20.776
33.809,19.234
33.830,19.234
33.850,19.234
33.870,19.234
33.887,19.234
33.905,19.234
33.921,19.234
33.942,19.234
33.961,19.234
33.982,19.234
34.003,19.234
34.023,19.234
34.043,19.015
34.063,19.234
34.084,19.234
34.104,19.234
34.125,19.234
34.145,19.344
34.165,19.124
34.186,19.234
34.206,19.234
34.226,19.234
34.246,19.124
34.267,19.234
34.287,19.124
34.307,19.124
34.327,19.124
34.348,19.344
34.368,19.124
34.388,19.124
34.408,19.234
34.429,19.124
34.449,19.124
34.469,19.234
34.489,19.124
34.510,19.234
34.530,19.015
34.550,19.234
34.571,19.124
34.591,19.124
34.612,19.124
34.632,19.124
34.650,19.234
34.671,19.124
34.688,19.124
34.712,19.015
34.729,19.124
34.744,19.124
34.765,19.124
34.785,19.124
34.806,19.234
34.826,19.234
34.846,19.344
34.866,19.453
34.886,19.015
34.907,19.124
34.928,19.124
